艦船ID,図鑑番号,艦名,読み,艦種,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,耐久初期,耐久最大,耐久結婚,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜155最小,対潜155最大,回避初期最小,回避初期最大,回避最大,回避155最小,回避155最大,索敵初期最小,索敵初期最大,索敵最大,索敵155最小,索敵155最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
153,153,大鳳,たいほう,18,0,156,40,450,900,0,0,67,87,74,0,49,0,0,42,79,40,79,0,0,0,0,0,33,33,57,70,70,47,47,74,89,89,2,19,10,1,7,4,18,18,18,7,0,60,24,17,-1,-1,400,8,15,36,12,0,0,5,5,そう…私が大鳳。<br>出迎え、ありがとうございます。<br>提督…貴方と機動部隊に勝利を！,航空母艦「大鳳」です。<br>飛行甲板まで十分な防御を施された最新鋭の正規空母です。密閉型の格納庫も素敵でしょ？　え？　ガスが溜りやすい…ですって…失礼しちゃう。こ、今度は絶対に大丈夫！,70,65,3,ysidnchjxvfc,1,1,1
154,154,香取,かとり,21,0,343,35,120,400,0,0,36,48,41,14,28,12,28,14,42,9,27,12,12,42,58,58,24,24,49,63,63,10,10,38,53,53,10,49,5,2,4,3,1,1,1,0,0,119,10,39,-1,-1,70,3,1,10,0,0,1,0,1,練習巡洋艦、香取です。<br>心配しないで…。色々と優しく、指導させて頂きますから。,香取型練習巡洋艦一番艦の香取です。<br>はい、練習遠洋航海の指揮は、お任せください。必ずや艦隊の練度向上にお力添えできると思います。え、戦艦との砲撃戦…ですか？それは用兵的にどうなのでしょうか。,30,15,1,jtyqmhgstese,14,12,1
155,155,伊401,い401,14,0,403,35,100,300,0,0,20,24,24,2,9,36,72,0,0,5,24,0,0,0,0,0,13,13,35,47,47,15,15,45,61,61,20,59,5,1,6,1,3,0,0,0,0,-1,-1,-1,-1,-1,200,1,2,3,2,0,1,1,1,提督、ごきげんよう。潜特型二番艦伊401です。<br>しおいって呼んでね。,伊４００型潜水艦二番艦、伊４０１です。<br>地球をぐるっと一周以上余裕で航行できる長大な航続力と、特殊攻撃機「晴嵐」を３機搭載する潜水空母なんです。そう、戦略的秘密兵器…秘密なんだからっ！,20,15,3,hmiwrqvijwvv,5,3,1
156,156,大鳳改,たいほう,18,153,0,0,0,0,0,0,70,90,78,0,59,0,0,45,86,44,84,0,0,0,0,0,34,34,59,73,73,50,50,77,92,92,4,39,10,1,7,4,30,24,24,8,0,22,18,71,-1,-1,400,9,16,36,14,0,0,5,5,おはようございます、改装済み大鳳です。<br>甲板装甲を強化、防御力もさらに向上、提督のために…露天駐機で艦載機数も充実です！,航空母艦「大鳳」です。<br>飛行甲板まで十分な防御を施された最新鋭の正規空母です。密閉型の格納庫やハリケーン・バウもいい感じでしょ？　装甲甲板もお化粧直ししてみたわ。どう？似合う？,90,75,3,vsnkqdgtcjbs,2,2,1
157,157,龍驤改二,りゅうじょう,7,281,0,0,0,0,0,0,50,72,57,0,40,0,0,24,48,28,62,0,0,0,0,0,36,36,69,87,87,37,37,79,102,102,15,59,10,1,6,4,18,28,6,3,0,60,39,61,-1,-1,170,4,12,22,6,0,0,3,3,軽空母、龍驤や。独特なシルエットでしょ？<br>でも、艦載機を次々繰り出す、ちゃーんとした空母なんや。期待してや！,軽空母だけど、結構歴戦の空母なんよ、うち。<br>ああ、あの岩手沖での第四艦隊事件のこと？あれはきつかったー。<br>波浪で艦橋圧壊…いや、ホントありえへん。,40,45,1,mslkutojcolj,19,15,1
158,158,川内改二,せんだい,3,222,0,0,0,0,0,0,48,64,54,24,67,26,89,20,70,29,69,38,38,74,94,94,43,43,84,107,107,16,16,55,77,77,14,80,10,2,6,3,1,1,1,0,0,101,74,102,-1,-1,60,2,2,10,0,1,1,1,2,川内、参上。<br>夜戦なら任せておいて！,5500トン級の軽巡洋艦の最終タイプ、それが私、川内型よ。<br>熟成された軽巡の魅力、たっぷり教えてあげるから。<br>もちろん、夜戦でね！,25,35,1,qpnrcirsvqcr,8,8,1
159,159,神通改二,じんつう,3,223,0,0,0,0,0,0,50,63,57,27,71,38,98,18,68,29,69,40,40,80,102,102,41,41,80,102,102,12,12,54,77,77,13,79,10,2,6,3,1,1,1,0,0,74,15,15,-1,-1,60,2,2,10,0,1,1,1,2,あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……,神通です。近代化改装を受け、<br>第２水雷戦隊の旗艦を務めました。<br>コロンバンガラ島沖海戦では先頭に立って奮戦します。<br>でも、みんな私の事狙うんですもの…ひどいわ……。,25,35,1,xyqotgpmnjih,12,10,1
160,160,那珂改二,なか,3,224,0,0,0,0,0,0,48,62,54,22,68,28,84,24,73,29,68,48,48,84,104,104,42,42,82,104,104,15,15,54,76,76,13,84,10,2,6,3,1,1,1,0,0,10,15,30,-1,-1,60,2,2,10,0,1,1,1,2,艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！,第４水雷戦隊のセンターも務めた那珂だよ！<br>お仕事沢山入ってて、輸送船の護衛任務や、トラック島から南方への輸送任務とか…<br>…え、地方巡業じゃんって？ そんなことないしっ！,25,35,1,lvjcqqulbluo,13,11,1
161,161,あきつ丸,あきつまる,17,0,166,25,80,200,0,0,38,49,43,6,19,0,0,13,29,13,33,0,0,0,0,0,15,15,39,52,52,3,3,13,18,18,10,39,5,1,5,2,0,0,0,0,0,68,39,-1,-1,-1,150,2,2,12,2,0,0,1,1,自分、あきつ丸であります。<br>艦隊にお世話になります。,自分は、陸軍の特種船…その丙型の「あきつ丸」であります。<br>輸送や上陸戦ならお任せ頂きたいのであります。<br>自慢はこの大発であります。ネズミやモグラな輸送とは訳が違うのであります。,40,10,3,nvnwjedsdgcl,3,1,1
162,162,神威,かもい,22,0,499,35,30,230,0,0,36,48,41,3,18,0,0,8,24,6,18,0,0,0,0,0,13,13,27,34,34,5,5,15,20,20,17,67,5,2,4,3,0,0,0,0,0,-1,-1,-1,-1,-1,140,3,0,10,1,0,0,0,1,給油艦、神威と申します。<br>はい、北海道神威岬由来の名前を頂いています。<br>できる限り、頑張りますね。,,30,10,1,jqvoyyolpqgv,1,1,1
163,163,まるゆ,まるゆ,13,0,402,20,20,50,0,0,6,9,9,1,3,0,9,0,0,2,9,0,0,0,0,0,9,9,19,24,24,1,1,9,13,13,7,77,5,1,5,0,0,0,0,0,0,-1,-1,-1,-1,-1,17,1,0,1,0,0,0,0,1,初めまして…まるゆ着任しました。<br>え？聞いてないって…そんなあ！,まるゆは海軍工廠出身じゃないので、同郷のお友達がいないんです。皆さんとちょっと違うっていうか…木曾さんには第一声で「何だお前、潜れるのか？」なんて言われちゃうし…まるゆ、ここで上手くやっていけるのかなあ…。,10,5,3,joaeulumcgbh,4,1,1
164,164,弥生,やよい,2,0,308,20,100,100,0,0,13,24,17,6,29,18,49,7,29,5,18,16,16,39,52,52,37,37,69,87,87,4,4,17,24,24,10,49,10,1,4,2,0,0,0,0,0,1,-1,-1,-1,-1,18,1,1,4,0,1,1,0,0,初めまして、弥生、着任…。<br>あ、気を使わないでくれていい…です。,睦月型駆逐艦三番艦「弥生」です。<br>横須賀の浦賀生まれ。「睦月」や「望月」と艦隊を組んで色々頑張りました。爆撃機とかは嫌い。よろしくね。,15,15,1,jnvcrrgmtvwl,16,14,1
165,165,卯月,うづき,2,0,309,25,100,100,0,0,13,24,17,6,29,18,49,7,29,5,18,16,16,39,52,52,37,37,69,87,87,4,4,17,24,24,10,49,10,1,4,2,0,0,0,0,0,1,-1,-1,-1,-1,18,1,1,4,0,0,1,0,0,やったぁ！ でたっぴょん！ 卯月でっす！ <br>うーちゃんって呼ばれてまっす！,睦月型駆逐艦四番艦の「卯月」だぴょん。船団護衛から攻略作戦まで、頑張って働いたんでっす！　最後のほうは砲をいくつか下して機銃を一杯積んだよ。<br>うーちゃん、爆撃じゃ沈まないから！,15,15,1,gjtvekieqatn,16,14,1
166,166,あきつ丸改,あきつまる,17,161,0,0,0,0,0,0,40,59,46,8,33,0,0,15,37,15,43,0,0,0,0,0,17,17,49,67,67,13,13,59,85,85,13,49,5,1,6,3,8,8,8,0,0,70,69,-1,-1,-1,150,2,2,13,5,1,0,1,1,自分、航空兵力を充実させてみたのであります。<br>これはもう空母…であります…。,自分は、陸軍の特種船丙型の「あきつ丸」であります。<br>強襲揚陸艦の先駆けのような自分でありますが、新兵器のオートジャイロなども運用して、対潜戦でも奮闘したいのであります。何卒お願いするのであります。,45,25,3,vxryfhvytcig,5,3,1
167,167,磯風,いそかぜ,2,0,320,45,160,140,0,0,16,34,20,10,29,24,69,14,44,6,19,24,24,49,63,63,44,44,79,98,98,8,8,19,25,25,16,54,10,1,5,2,0,0,0,0,0,2,40,-1,-1,-1,24,1,1,6,0,0,1,0,1,陽炎型駆逐艦十二番艦、磯風。<br>大丈夫、私が護ってあげる。,陽炎型駆逐艦十二番艦、磯風だ。<br>戦歴ならあの雪風にも遅れはとらぬ。数々の海戦、決戦に参加し、戦い抜いたんだ。大和・武蔵・金剛・大鳳…彼女達の最期もこの目に焼き付いている。今度こそ…護り抜くさ。,15,20,1,bctrxdxrugqp,5,3,1
168,168,浦風,うらかぜ,2,0,317,35,140,110,0,0,16,34,20,10,29,24,69,10,40,6,19,24,24,49,63,63,44,44,79,98,98,7,7,19,25,25,13,49,10,1,4,2,0,0,0,0,0,2,44,-1,-1,-1,24,1,1,6,0,0,1,0,1,うち、浦風じゃ、よろしくね！,生まれは大阪、所属は呉。真珠湾からガダルカナルまで駆けまわったんじゃ。<br>最期は金剛姉さんを護衛して台湾海峡…<br>まぁ、もうどうにもならんなぁ……。,15,20,0,cmupwurocdpn,16,14,1
169,169,谷風,たにかぜ,2,0,313,30,100,100,0,0,16,34,20,10,29,24,69,10,40,6,19,24,24,49,63,63,44,44,79,98,98,7,7,19,25,25,14,49,10,1,4,2,0,0,0,0,0,2,44,-1,-1,-1,24,1,1,6,0,0,1,0,1,提督、谷風だよ。<br>これからお世話になるね！,谷風さんだよ。<br>あのミッドウェー海戦では、飛龍を助けようとしてたら、くそ敵機から雨あられの集中爆撃…。あんときゃ、まいったけど、勝見艦長がすげえんだ、マジで。,15,20,0,gsrzkautnghc,17,14,1
170,170,浜風,はまかぜ,2,0,312,30,100,100,0,0,16,34,20,10,29,24,69,13,42,6,19,24,24,49,63,63,44,44,79,98,98,7,7,19,25,25,15,49,10,1,4,2,0,0,0,0,0,2,44,-1,-1,-1,24,1,1,6,0,0,1,0,1,駆逐艦、浜風です。<br>これより貴艦隊所属となります。,浜風です。数々の激戦に参加しました。<br>レイテでは金剛を中心とした輪形陣。そして、武蔵や金剛、あの信濃の最期もこの目に焼き付けることになりました。運命の坊ノ岬では、雪風らと共に大和を護って奮闘します。,15,20,0,rubtymuqfeuq,24,20,1
171,171,Bismarck,ビスマルク,8,0,172,30,800,600,0,0,90,96,96,64,88,0,0,18,48,67,83,0,0,0,0,0,33,33,63,79,79,16,16,42,56,56,8,69,10,3,7,4,4,4,4,4,0,76,77,-1,-1,-1,300,10,16,38,4,3,0,1,3,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,90,110,1,ntmjjittqkcj,9,9,1
172,172,Bismarck改,ビスマルク,8,171,173,50,1600,1200,1,0,94,99,99,70,93,0,0,24,58,77,93,0,0,0,0,0,38,38,69,86,86,18,18,52,71,71,10,79,10,3,7,4,4,4,4,4,0,76,77,-1,-1,-1,300,12,18,40,4,4,0,1,4,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,95,115,3,frkfpymtydmg,11,11,1
173,173,Bismarck zwei,ビスマルク,8,172,178,75,2400,1800,1,0,96,99,99,70,97,0,0,25,62,80,94,0,0,0,0,0,39,39,72,90,90,19,19,54,73,73,20,82,10,3,7,4,4,4,4,4,0,76,85,84,-1,-1,300,12,18,40,4,4,0,2,4,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,105,135,3,etxdlqnvwqtx,10,10,1
174,174,Z1,レーベレヒト・マース,2,0,310,30,150,170,0,0,18,29,22,8,26,24,60,12,42,8,22,32,32,64,82,82,36,36,76,98,98,6,6,24,34,34,6,39,10,1,5,3,0,0,0,0,0,78,-1,-1,-1,-1,24,1,1,6,0,1,1,0,0,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,ドイツ生まれの駆逐艦、その本格的な大型駆逐艦の一番艦だよ。<br>高温高圧缶や機関部のシフト配置など、技術の国ならではの設計になっているんだ。あまり外洋での艦隊戦は得意じゃないけど…頑張るよ！,20,20,1,pvhdtbuddjhb,6,4,1
175,175,Z3,マックス・シュルツ,2,0,311,30,150,170,0,0,18,29,22,8,26,24,60,12,42,8,22,32,32,64,82,82,36,36,76,98,98,6,6,24,34,34,6,39,10,1,5,3,0,0,0,0,0,78,-1,-1,-1,-1,24,1,1,6,0,1,1,0,0,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,ドイツ1934年計画型駆逐艦、その三番艦よ。<br>生存性の高い設計の本格的駆逐艦だけれど…新型のタービンは少し整備に難もあるけれど。<br>今度は…大丈夫。,20,20,1,rxzrrkjqvyqy,4,2,1
176,176,Prinz Eugen,プリンツ・オイゲン,5,0,177,45,600,700,0,0,50,72,57,38,56,32,64,16,44,38,64,0,0,0,0,0,34,34,68,87,87,15,15,40,54,54,30,79,10,2,6,3,3,3,3,0,0,123,115,-1,-1,-1,200,2,3,15,2,2,1,0,2,Guten Morgen！<br>私は、重巡プリンツ・オイゲン。よろしくね！,わ！びっくりした！私、ドイツ生まれの重巡、プリンツ・オイゲン。アドミラル・ヒッパー級3番艦です。<br>ビスマルク姉さまとライン演習作戦に参加しました。幸運艦…そう？　この海でも戦い抜きます！,50,70,1,shcsmfegtxhf,14,14,1
177,177,Prinz Eugen改,プリンツ・オイゲン,5,176,0,0,0,0,0,0,63,79,70,48,75,40,84,18,60,48,82,0,0,0,0,0,40,40,74,93,93,16,16,50,69,69,40,89,10,2,7,4,3,3,3,3,0,123,84,124,-1,-1,200,4,8,22,3,3,2,1,3,Guten Morgen！<br>私は、重巡プリンツ・オイゲン。よろしくね！,わ！びっくりした！私、ドイツ生まれの重巡、プリンツ・オイゲン。アドミラル・ヒッパー級3番艦です。<br>ビスマルク姉さまとライン演習作戦に参加しました。幸運艦…そう？　この海でも戦い抜きます！,55,75,3,cmmiahpwdamx,15,15,1
178,178,Bismarck drei,ビスマルク,8,173,0,0,0,0,0,0,96,99,99,74,99,16,36,35,70,82,95,0,0,0,0,0,40,40,74,93,93,22,22,59,79,79,22,84,10,3,7,4,4,4,4,4,0,114,114,85,115,-1,300,12,20,42,4,4,1,2,4,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,ドイツの誇るビスマルク級超弩級戦艦のネームシップ、それが私よ。<br>ドイツらしい重厚かつ美しいデザインでしょう？いいのよ、もっと褒めても。<br>この海でも縦横無尽に活躍するわ。期待しなさい！,110,155,3,twvnkvqgyiru,9,9,1
179,179,Z1 zwei,レーベレヒト・マース,2,310,0,0,0,0,0,0,35,59,40,12,49,27,71,20,64,18,53,37,37,69,87,87,43,43,84,107,107,9,9,43,62,62,15,49,10,1,7,3,0,0,0,0,0,84,78,-1,-1,-1,24,1,1,6,0,1,1,0,0,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,ドイツ生まれの駆逐艦、その本格的な大型駆逐艦の一番艦だよ。<br>高温高圧缶や機関部のシフト配置など、技術の国ならではの設計になっているんだ。あまり外洋での艦隊戦は得意じゃないけど…頑張るよ！,20,25,3,qgkjswznylty,5,3,1
180,180,Z3 zwei,マックス・シュルツ,2,311,0,0,0,0,0,0,35,59,40,10,47,27,71,24,68,18,53,37,37,69,87,87,43,43,84,107,107,9,9,43,62,62,15,49,10,1,7,3,0,0,0,0,0,85,78,-1,-1,-1,24,1,1,6,0,1,1,0,0,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,ドイツ1934年計画型駆逐艦、その三番艦よ。<br>生存性の高い設計の本格的駆逐艦だけれど…新型のタービンは少し整備に難もあるけれど。<br>今度は…大丈夫。,20,25,3,utmejyqmcvbk,3,1,1
181,181,天津風,あまつかぜ,2,0,316,20,100,120,0,0,18,37,22,10,29,28,79,22,53,7,25,26,26,54,69,69,48,48,89,112,112,8,8,19,25,25,18,59,10,1,6,3,0,0,0,0,0,2,14,34,-1,-1,30,1,1,6,0,1,1,1,1,いい風きてる？<br>次世代型駆逐艦のプロトタイプ、<br>あたし、天津風の出番ね。,陽炎型駆逐艦九番艦の天津風です。<br>次世代の艦隊型駆逐艦のための新型高温高圧缶のテストベッドを務めたのよ。データはしっかりとって、島風に渡したわ。幾多のピンチも頑張って乗り越えたのよ。大変だったんだから！,20,20,1,fdpybckruodj,1,1,1
182,182,明石,あかし,19,0,187,35,200,1500,0,0,39,48,44,4,14,0,0,10,24,7,19,0,0,0,0,0,8,8,29,40,40,1,1,5,7,7,10,39,5,1,6,3,0,0,0,0,0,86,39,-1,-1,-1,220,3,1,15,3,0,0,1,1,工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！,連合艦隊唯一の工作艦、明石です。<br>トラック泊地に進出し、前線で損傷した艦艇の修理を担当したわ。トラック泊地が壊滅するその日まで、前線の艦隊を陰で支えたのよ。<br>よろしくね。,50,10,1,kynputhclcdl,24,18,1
183,183,大淀,おおよど,3,0,321,35,320,400,0,0,34,47,39,24,48,0,39,18,62,19,34,0,0,39,61,61,35,35,70,89,89,24,24,80,111,111,24,69,10,2,6,3,0,6,6,0,0,5,71,25,-1,-1,80,4,2,14,2,1,0,2,2,提督、軽巡大淀、戦列に加わりました。<br>艦隊指揮、運営はどうぞお任せください。,艦隊旗艦として特化設計された新鋭軽巡洋艦、大淀です。搭載予定の新型水偵の失敗や戦局の変化もあって、連合艦隊旗艦としてはあまり活躍できなかったの。でも、北号作戦や礼号作戦では活躍したのよ。私も前線で、頑張りますね。,35,30,1,uockopeurqdf,19,13,1
184,184,大鯨,たいげい・りゅうほう,20,0,185,25,450,700,1,0,39,55,44,5,15,0,0,16,36,15,37,0,0,0,0,0,24,24,39,47,47,24,24,48,61,61,20,59,5,1,4,3,2,3,3,0,0,10,92,-1,-1,-1,150,2,2,12,2,0,0,1,2,こんにちわあ。潜水母艦大鯨です。<br>不束者ですが、よろしくお願い致します。,潜水母艦、大鯨です。<br>潜水艦隊旗艦機能と補給物資や水上偵察機を装備して、潜水艦作戦を支援します。いざという時は空母に改装できる空母予備艦として設計されました。<br>頑張ります！,35,10,1,xumujwygrmby,9,3,1
185,185,龍鳳,たいげい・りゅうほう,7,184,318,50,550,450,0,0,39,57,44,0,20,0,0,24,48,18,38,0,0,0,0,0,27,27,49,61,61,28,28,64,84,84,20,69,5,1,5,3,18,7,6,0,0,20,16,-1,-1,-1,160,2,3,13,4,0,0,2,2,潜水母艦改装空母の龍鳳です。<br>航空母艦として、私、頑張ります！,潜水母艦改装空母の龍鳳です。<br>機関の換装の影響で速度は計画通りには出なかったけれど、このクラスの軽空母としては充実の飛行甲板と兵装なんです。<br>空母龍鳳、精一杯頑張ります！,35,35,3,bfsrsnqivpms,9,3,1
186,186,時津風,ときつかぜ,2,0,322,30,110,120,0,0,16,34,20,10,29,24,69,10,40,6,19,24,24,49,63,63,44,44,79,98,98,7,7,19,25,25,13,49,10,1,5,2,0,0,0,0,0,2,14,-1,-1,-1,24,1,1,6,0,0,1,0,1,陽炎型駆逐艦十番艦。<br>時津風……出るよ。,陽炎型十番艦の時津風だよ。<br>雪風、初風、天津風とで第十六駆逐隊を編成、仲良く色々と頑張ったんだよ。二水戦にもいたんだよ、ほんとほんと。でも、制海権の無い海は…ちょっと嫌かなーって。,15,20,1,dljghewzktat,14,14,1
